,id,proj_name,proj_sector,state,district,outlay,spent,mode,year,cin,company_name
62,16,Promoting Traditional Arts and Culture,Art And Culture,Maharashtra,NEC/ Not mentioned,"10,000,000.00","10,100,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
63,17,Environment - RF - Urban Renewal Initiatives,Environmental Sustainability,PAN India,NEC/ Not mentioned,"10,000,000.00","29,100,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
64,18,Rural Transformation Information Services  Enable access to need based localespecific content in agriculture marine fisheries,Rural Development Projects,PAN India,NEC/ Not mentioned,"285,600,000.00","175,100,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
65,19,Sports - RF Young Champs,Art And Culture,Maharashtra,NEC/ Not mentioned,"34,000,000.00","21,800,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
66,20,Sports - Reliance Foundation Jr NBA Programme,Art And Culture,PAN India,NEC/ Not mentioned,"26,000,000.00","28,200,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
67,21,Education - Partnership with Non-Government Organisations,Education,PAN India,NEC/ Not mentioned,"327,900,000.00","316,400,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
68,22,Digital Education Initiatives,Education,PAN India,NEC/ Not mentioned,"20,000,000.00","14,000,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
69,23,Education - Reliance University,Education,Maharashtra,NEC/ Not mentioned,"1,549,400,000.00","1,584,600,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
70,24,Education - DA Scholarship Programme,Education,PAN India,NEC/ Not mentioned,"22,600,000.00","21,300,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
71,25,Health - Partnership with Non-Government Organisations,Health Care,PAN India,NEC/ Not mentioned,"75,000,000.00","17,600,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
72,26,Health - Lodhivali Hospital & Art Clinic,Health Care,Maharashtra,NEC/ Not mentioned,"36,100,000.00","42,600,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
73,27,Health Programme - Mother & Child Health,Health Care,PAN India,NEC/ Not mentioned,"4,100,000.00","2,000,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
74,28,Health - Sir HN Reliance Foundation Hospital and Research Centre,Health Care,Maharashtra,NEC/ Not mentioned,"2,040,000,000.00","2,284,600,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
75,29,Rural,Rural Development Projects,PAN India,NEC/ Not mentioned,"402,600,000.00","323,900,000.00",Other implementing agencies,2016-17,L17110MH1973PLC019786,RELIANCE INDUSTRIES LTD.
76,1,Heritage Art And Culture,Art And Culture,PAN India,NEC/ Not mentioned,"252,800,000.00","252,800,000.00",Directly,2014-15,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
77,2,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,PAN India,NEC/ Not mentioned,"2,886,400,000.00","2,886,400,000.00",Directly,2014-15,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
78,3,Education Differently Abled Livelihood,Education,PAN India,NEC/ Not mentioned,"483,000,000.00","483,000,000.00",Directly,2014-15,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
79,4,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water  Sanitation,Health Care,PAN India,NEC/ Not mentioned,"391,400,000.00","391,400,000.00",Directly,2014-15,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
80,5,Slum Area Development,Slum Area Development,PAN India,NEC/ Not mentioned,"938,700,000.00","938,700,000.00",Directly,2014-15,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
81,1,Contribution towards LPG Scheme,Rural Development Projects,PAN India,NEC/ Not mentioned,"1,599,400,000.00","1,599,400,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
82,2,Rural Development CSR program,Rural Development Projects,Uttarakhand,NEC/ Not mentioned,"17,400,000.00","14,800,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
83,3,Projects for promotion of Sports,Training To Promote Sports,PAN India,NEC/ Not mentioned,"124,600,000.00","76,700,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
84,4,CSR Projects for promotion of Art and Culture,Art And Culture,PAN India,NEC/ Not mentioned,"34,600,000.00","21,700,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
85,5,Preservation of Monuments,Art And Culture,Kerala,NEC/ Not mentioned,"20,500,000.00","13,100,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
86,6,CSR Project for Promotion of Samskrit Language,Art And Culture,PAN India,NEC/ Not mentioned,"57,000,000.00","11,400,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
87,7,Environment Protection CSR Project,Environmental Sustainability,Punjab,NEC/ Not mentioned,"37,600,000.00","29,200,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
88,8,Swachh Bharat Abhiyan,Sanitation,Gujarat,NEC/ Not mentioned,"26,500,000.00","19,500,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
89,9,Health Infrastructure CSR Projects,Health Care,Karnataka,NEC/ Not mentioned,"227,400,000.00","55,400,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
90,10,Swachh Vidyalaya Abhiyan,Sanitation,Odisha,NEC/ Not mentioned,"1,257,000,000.00","1,017,900,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
91,11,Varisthta Swasth Sewa Abhiyan,Health Care,PAN India,NEC/ Not mentioned,"165,100,000.00","32,300,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
92,12,Preventive Health Initiatives,Health Care,Uttarakhand,NEC/ Not mentioned,"62,500,000.00","33,700,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
93,13,Women Empowerment & Entrepreneurship CSR Projects,Vocational Skills,Delhi,NEC/ Not mentioned,"36,300,000.00","20,300,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
94,14,Support to KV Schools of ONGC,Education,Maharashtra,NEC/ Not mentioned,"371,200,000.00","370,300,000.00",Directly,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
95,15,Education & Skill Development Projects,Education,Odisha,NEC/ Not mentioned,"468,700,000.00","242,700,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
96,16,CSR Projects of Onshore Asset/ Basin,Other Central Government Funds,PAN India,NEC/ Not mentioned,"632,200,000.00","420,500,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
97,17,CSR PROJECTS FOR WELFARE OF SC/ST,Other Central Government Funds,PAN India,NEC/ Not mentioned,"62,000,000.00","60,300,000.00",Directly,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
98,18,CSR Projects of Offshore Asset/ Basin,Other Central Government Funds,PAN India,NEC/ Not mentioned,"35,200,000.00","31,800,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
99,19,CSR Projects of Plants,Other Central Government Funds,PAN India,NEC/ Not mentioned,"18,200,000.00","14,900,000.00",Other Implementing Agency,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
100,20,ONGC Foundation,Other Central Government Funds,Delhi,NEC/ Not mentioned,"4,000,000.00","4,000,000.00",Directly,2015-16,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
101,1,Contribution towards Pradhan Mantri Ujjwala Yojana (PMUY),Environmental Sustainability,PAN India,NEC/ Not mentioned,"1,071,300,000.00","1,071,300,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
102,2,CSR Project for Promotion of Samskrit Language,Education,PAN India,NEC/ Not mentioned,"57,000,000.00","35,000,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
103,3,NEC/ Not mentioned,Education,Arunachal Pradesh,NEC/ Not mentioned,"59,000,000.00","26,600,000.00",By Trust/ Societies/ Section 8 Company set up by Central or State Governement or entities established under Special act of Parliament/ State legislature,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
104,4,NEC/ Not mentioned,Health care,PAN India,NEC/ Not mentioned,"363,400,000.00","50,900,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
105,5,Financial support for a project-Statue of Unity,Art And Culture,Gujarat,NEC/ Not mentioned,"500,000,000.00","500,000,000.00",By Trust/ Societies/ Section 8 Company set up by Central or State Governement or entities established under Special act of Parliament/ State legislature,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
106,6,NEC/ Not mentioned,Education,Andhra Pradesh,NEC/ Not mentioned,"600,000,000.00","600,000,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
107,7,"ONGC Multispeciality Hospital at Rajabari, Sibsagar, Assam",Health care,Assam,NEC/ Not mentioned,"990,700,000.00","246,200,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
108,8,NEC/ Not mentioned,Education,Meghalaya,NEC/ Not mentioned,"21,800,000.00","21,800,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
109,9,CSR Projects of Plants,Conservation of natural resources,PAN India,NEC/ Not mentioned,"26,500,000.00","21,000,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
110,10,NEC/ Not mentioned,Conservation of natural resources,PAN India,NEC/ Not mentioned,"22,100,000.00","12,900,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
111,11,NEC/ Not mentioned,Conservation of natural resources,PAN India,NEC/ Not mentioned,"493,400,000.00","370,800,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
112,12,NEC/ Not mentioned,Art And Culture,PAN India,NEC/ Not mentioned,"5,600,000.00","2,300,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
113,13,Rural Development CSR Programmes,Rural Development Projects,PAN India,NEC/ Not mentioned,"13,100,000.00","3,300,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
114,14,Swachh Bharat Abhiyan,Sanitation,PAN India,NEC/ Not mentioned,"2,001,300,000.00","454,400,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
115,15,NEC/ Not mentioned,Education,PAN India,NEC/ Not mentioned,"99,000,000.00","99,000,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
116,16,Projects for promotion of Sports,Training To Promote Sports,PAN India,NEC/ Not mentioned,"68,400,000.00","18,800,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
117,17,CSR Projects for promotion of Art and Culture,Art And Culture,PAN India,NEC/ Not mentioned,"20,600,000.00","12,400,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
118,18,NEC/ Not mentioned,Women Empowerment,PAN India,NEC/ Not mentioned,"200,500,000.00","113,300,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
119,19,CSR projects for welfare of SCs/STs,Socio-economic inequalities,PAN India,NEC/ Not mentioned,"172,100,000.00","152,900,000.00",Directly,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
120,20,NEC/ Not mentioned,Environmental Sustainability,PAN India,NEC/ Not mentioned,"360,600,000.00","174,500,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
121,21,NEC/ Not mentioned,Education,PAN India,NEC/ Not mentioned,"477,300,000.00","477,200,000.00",Other Implementing Agency,2016-17,L74899DL1993GOI054155,OIL & NATURAL GAS CORPN. LTD.
